"id";"nome";"cidade";"latitude";"longitude";"cep";"endereco"
"830";"SHC CRYSTAL PLAZA";"CURITIBA";"-25.4389";"-49.2802";"80420-000";"RUA COMENDADOR ARAUJO 731 LUC SCOO20"
"831";"FREGUESIA DO O";"SAO PAULO";"-23.4981";"-46.7067";"02924-000";"AV GENERAL EDGAR FACO 840"
"832";"REPÚBLICA STREET MALL";"GOIANIA";"-16.671";"-49.2704";"74125-125";"AVENIDA REPUBLICA DO LIBANO 1463 QDDO LC124"
"833";"SAO CAETANO";"SAO CAETANO DO SUL";"-23.6163";"-46.5656";"09520-030";"RUA AMERICO BRASILIENSE  279"
"834";"CAETANO ALVARES";"SAO PAULO";"-23.4819";"-46.6316";"02416-000";"RUA PROFESSOR VALERIO GIULI 104"
"835";"VILA MASCOTE";"SAO PAULO";"-23.6478";"-46.6705";"04381-000";"AV VEREADOR JOAO DE LUCA 483"
"836";"CANTAREIRA";"SAO PAULO";"-23.4723";"-46.617";"02341-000";"AV NOVA CANTAREIRA  3265"
"837";"NORTE DF";"BRASILIA";"-15.879";"-48.0379";"70730-544";"SEP NORTE QD 505 CJ D LOJA 85 PARTE S/N"
"838";"AV BRASIL";"BELO HORIZONTE";"-19.9492";"-43.9196";"30140-001";"AVENIDA BRASIL 1076"
"839";"IPANEMA 3";"RIO DE JANEIRO";"-22.9845";"-43.2001";"22410-003";"R VISCONDE DE PIRAJA 174 LJ A E B"
"840";"REAL PARQUE";"SAO PAULO";"-23.6175";"-46.7053";"05650-002";"AV MORUMBI 6839 6843"
"842";"LOCAL COPACABANA 2";"RIO DE JANEIRO";"-22.9702";"-43.1859";"22020-001";"AV NOSSA SENHORA DE COPACABANA  619 LJ A PARTE"
"843";"JUVEVE";"CURITIBA";"-25.4136";"-49.2596";"80030-390";"R ROCHA POMBO 600 PARTE"
"844";"SAVASSI 2";"BELO HORIZONTE";"-19.9353";"-43.9307";"30150-370";"R PROFESSOR MORAES 226"
"845";"SHC BUENA VISTA";"GOIANIA";"-16.7108";"-49.2676";"74230-030";"AVENIDA T 4 466 QD124 LT7"
"846";"TIJUCA 2";"RIO DE JANEIRO";"-22.9226";"-43.2336";"20540-002";"R BARAO DE MESQUITA  238 LJ B"
"847";"13 DE MAIO";"GUARULHOS";"-23.5479";"-46.5389";"07071-050";"RUA TREZE DE MAIO 336"
"848";"CANAL 3";"SANTOS";"-23.9657";"-46.3288";"11055-000";"AV  WASHINGTON LUIS 484"
"850";"CIDADE NOVA";"BELO HORIZONTE";"-19.8884";"-43.9292";"31170-800";"AV CRISTIANO MACHADO 2228 PARTE"
"853";"VILA MATILDE";"SAO PAULO";"-23.5322";"-46.5298";"03509-000";"AV MARCONDES DE BRITO 1470"
"854";"SUL DF";"BRASILIA";"-15.8104";"-47.9033";"70350-515";"SHC SUL RESIDENCIAL QD 506 BLOCO A LOJA 15 S/N"
"858";"SHC UPTOWN";"RIO DE JANEIRO";"-23.0009";"-43.3291";"22775-005";"AVN AYRTON SENNA 5500 BLOCO 5; L"
"863";"ABILIO SOARES";"SAO PAULO";"-23.5764";"-46.6496";"04005-003";"RUA ABILIO SOARES 870"
"864";"CAMPO BELO";"SAO PAULO";"-23.616";"-46.6739";"04604-007";"AV VEREADOR JOSE DINIZ 3670 LJ 01"
"865";"BOTAFOGO";"RIO DE JANEIRO";"-22.9559";"-43.1973";"22270-000";"RUA VOLUNTARIOS DA PATRIA 450 LOJA B"
"866";"LEBLON 3";"RIO DE JANEIRO";"-22.9848";"-43.2241";"22431-040";"R GENERAL URQUIZA 71 LOJA A"
"867";"PONTA DA PRAIA";"SANTOS";"-23.9834";"-46.3095";"11030-500";"RUA BARTOLOMEU DE GUSMAO 131"
"868";"LAPA";"SAO PAULO";"-23.5309";"-46.712";"05060-000";"RUA PIO XI 801"
"869";"SUDOESTE";"BRASILIA";"-15.8044";"-47.9318";"70670-531";"SHC/SW CLSW 104 BLOCO A LOJA 38 S/N"
"871";"GUTIERREZ";"BELO HORIZONTE";"-19.9328";"-43.9563";"30430-110";"RUA ANDRE CAVALCANTI 214"
"872";"PRESTES MAIA";"SAO BERNARDO DO CAMP";"-23.7113";"-46.5441";"09770-000";"AV FRANCISCO PRESTES MAIA 1029"
"874";"DOM PEDRO";"SANTO ANDRE";"-23.6495";"-46.5356";"09110-000";"AV DOM PEDRO II 933"
"875";"LAGO SUL";"BRASILIA";"-15.8606";"-47.8719";"71645-000";"SHIS CL QI 17 BLOCO H LOJAS 113 A 116 TERREO S/N"
"876";"ALPHAVILLE 6";"SANTANA DE PARNAIBA";"-23.4751";"-46.8615";"06541-038";"AV DOUTOR YOJIRO TAKAOKA 474 CENTRO II"
"877";"INDIANOPOLIS";"SAO PAULO";"-23.6028";"-46.6555";"04062-000";"AV INDIANAPOLIS 440"
"878";"JARDIM SAO CAETANO";"SAO CAETANO DO SUL";"-23.6323";"-46.582";"09580-500";"EST DAS LAGRIMAS 1986"
"879";"SHC ITAIPU";"NITEROI";"-22.9415";"-43.0573";"24350-310";"EST FRANCISCO DA CRUZ NUNES 6501 LOJA 101"
"880";"RECREIO 2";"RIO DE JANEIRO";"-23.012";"-43.457";"22640-100";"AV DAS AMERICAS 14755"
"881";"CHAMPAGNAT";"CURITIBA";"-25.4296";"-49.2946";"80710-000";"R PADRE AGOSTNHO  1568 TERREO"
"883";"NOVE DE JULHO";"SAO JOSE DOS CAMPOS";"-23.1969";"-45.8943";"12243-001";"AV NOVE DE JULHO  550"
"884";"COLINAS";"SAO JOSE DOS CAMPOS";"-23.2082";"-45.9083";"12242-000";"AV SAO JOAO  2135"
"885";"SATELITE";"SAO JOSE DOS CAMPOS";"-23.2377";"-45.885";"12230-000";"AV ANDROMEDA 1637"
"886";"FLAMENGO";"RIO DE JANEIRO";"-22.939";"-43.1783";"22230-061";"R MARQUES DE ABRANTES 172 BL FTE LJA"
"887";"ESTACAO BOTAFOGO";"RIO DE JANEIRO";"-22.9511";"-43.1837";"22270-010";"R VOLUNTARIOS DA PATRIA  54 LJ A E B"
"888";"ANDRADAS MALL";"BELO HORIZONTE";"-19.8542";"-43.9615";"30280-020";"AVENIDA DOS ANDRADAS 3720 NUMERO 37"
"889";"TAQUARA 2";"RIO DE JANEIRO";"-22.9241";"-43.3739";"22730-001";"EST DOS BANDEIRANTES 106"
"891";"DOM LUIS";"FORTALEZA";"-3.736";"-38.4892";"60160-230";"AV DOM LUIS 1400"
"892";"BANGU";"RIO DE JANEIRO";"-22.8796";"-43.4656";"21810-042";"R FRANCISCO REAL 2050"
"893";"POSTO 5";"RIO DE JANEIRO";"-22.9784";"-43.1908";"22060-002";"AV NOSSA SENHORA DE COPACABANA  1058 LOJA A"
"895";"CACHOEIRINHA";"SAO PAULO";"-23.4711";"-46.6517";"02611-001";"AV PARADA PINTO 1940 LOJA 2"
"896";"ILHA DO GOVERNADOR";"RIO DE JANEIRO";"-22.8056";"-43.2096";"21931-387";"ETR DO GALEAO 2773"
"897";"URUGUAI";"RIO DE JANEIRO";"-22.9299";"-43.2428";"20510-060";"R URUGUAI  329"
"899";"PARQUE DAS ROSAS";"RIO DE JANEIRO";"-23.0004";"-43.3503";"22631-003";"AV DAS AMERICAS 3693 BL II LOJA"
"900";"NORTE SHOPP";"RIO DE JANEIRO";"-22.8874";"-43.2836";"20771-004";"AV DOM HELDER CAMARA 5332 LOJA 3905"
"901";"CONSOLACAO";"SAO PAULO";"-23.5489";"-46.6555";"01243-000";"RUA SERGIPE 160"
"902";"VILA MADALENA";"SAO PAULO";"-23.5547";"-46.6883";"05435-000";"RUA HARMONIA 373"
"904";"ITAPURA";"SAO PAULO";"-23.545";"-46.5664";"03310-000";"RUA ITAPURA  721 742"
"905";"CHACARA SANTO ANTONIO";"SAO PAULO";"-23.6358";"-46.6954";"04702-002";"AV SANTO AMARO 6440 LOJA 01"
"907";"ANTONIO SALES";"FORTALEZA";"-3.74718";"-38.4968";"60135-102";"AV ANTONIO SALES 3031"
"908";"NORTE SUL";"CAMPINAS";"-22.8964";"-47.0469";"13025-320";"RUA JOSE DE SOUZA CAMPOS 1066"
"909";"CASTELO";"CAMPINAS";"-22.8886";"-47.0777";"13070-000";"AV ANDRADE NEVES 2457"
"911";"VILA OLIMPIA";"SAO PAULO";"-23.5952";"-46.6766";"04537-012";"RUA CLODOMIRO AMAZONAS 1299"
"912";"GRANJA VIANA";"COTIA";"-23.5922";"-46.8352";"06709-048";"RUA USHIMA KIRA 49"
"913";"PETROPOLIS 2";"PETROPOLIS";"-22.524";"-43.1917";"25655-156";"R CORONEL VEIGA  711"
"915";"DUMONT VILARES";"SAO PAULO";"-23.4974";"-46.6117";"02085-100";"AV LUIZ DUMONT VILLARES 859 : E No 901"
"916";"BARAO GERALDO";"CAMPINAS";"-22.8288";"-47.0792";"13084-008";"AV ALBINO JOSE BARBOSA DE OLIVEIRA 1282"
"918";"UNIBANCO";"SAO PAULO";"-23.571";"-46.6912";"05423-901";"AV EUSEBIO MATOSO 891 LOJA 03"
"920";"PANAMBY";"SAO PAULO";"-23.6338";"-46.7324";"05717-270";"RUA JOSE RAMON URTIZA S/N"
"921";"PORTAL DO MORUMBI";"SAO PAULO";"-23.6131";"-46.7416";"05630-130";"R PROF JOSE HORACIO MEIRELLES TEIXEIRA 1080"
"923";"ICARAI 2";"NITEROI";"-22.9082";"-43.1093";"24230-063";"R CORONEL MOREIRA CESAR 282 LOJA 101 P"
"924";"JARDIM OCEANICO";"RIO DE JANEIRO";"-23.0132";"-43.3051";"22621-200";"AV OLEGARIO MACIEL 256 PARTE"
"925";"VILA MARIANA";"SAO PAULO";"-23.5878";"-46.6428";"04016-003";"RUA FRANCA PINTO  680 LOJA 2"
"926";"ACLIMACAO";"SAO PAULO";"-23.5678";"-46.6334";"01531-001";"AV DA ACLIMACAO 125"
"927";"IPIRANGA";"SAO PAULO";"-23.5972";"-46.6098";"04262-200";"AV NAZARE 1500"
"929";"CEARÁ MIRIM";"CEARA-MIRIM";"-5.63775";"-35.4233";"59570-000";"AV GENERAL JOAO VARELA 715"
"930";"MARINGA 2";"MARINGA";"-23.4209";"-51.9426";"87013-000";"AVENIDA BRASIL 4149"
"931";"PRESIDENTE VENCESLAU";"PRESIDENTE VENCESLAU";"-21.8733";"-51.8469";"19400-000";"RUA PRINCESA ISABEL 245"
"932";"DRACENA";"DRACENA";"-21.4884";"-51.5315";"17900-000";"AVENIDA PRESIDENTE VARGAS 363"
"933";"ITANHANGÁ";"RIO DE JANEIRO";"-22.9992";"-43.3044";"22641-003";"ETR BARRA DA TIJUCA 1636 BLOCO A"
"934";"PRAIA DO CANTO";"VITORIA";"-20.2993";"-40.2978";"29055-340";"RUA ELESBAO LINHARES 300"
"935";"ILHABELA";"ILHABELA";"-23.8167";"-45.3667";"11630-000";"AVENIDA PRINCESA ISABEL 1457"
"936";"SAO CARLOS 2";"SAO CARLOS";"-22.0125";"-47.881";"13560-250";"AV DOUTOR CARLOS BOTELHO  2120 LOJA 06"
"937";"SÃO LOURENÇO DO SUL ";"SAO LOURENCO DO SUL ";"-31.3665";"-51.9798";"96170-000";"RUA CEL ALFREDO BORN 270 QUADRA N"
"938";"CACHOEIRA DE MACACU";"CACHOEIRAS DE MACACU";"-22.4667";"-42.655";"28680-000";"R FLORIANO PEIXOTO 63"
"939";"VIA DO MINÉRIO";"BELO HORIZONTE";"-19.9939";"-44.0307";"30644-000";"AVENIDA WALDYR SOEIRO EMRICH 3380"
"940";"VALINHOS";"VALINHOS";"-22.9699";"-46.9954";"13827-005";"RUA ANTONIO CARLOS 88"
"941";"SÃO JOÃO DA BOA VISTA";"SAO JOAO DA BOA VIST";"-21.972";"-46.7977";"13870-110";"AVENIDA DONA GERTRUDES 307"
"942";"JARDIM CAMBURI";"VITORIA";"-20.2564";"-40.2698";"29090-060";"RUA CARLOS MARTINS 1160"
"943";"IBATE";"IBATE";"-21.9497";"-48.0208";"14815-000";"AVENIDA SAO JOAO 1096 PARTE B N"
"944";"GUAIRA";"GUAIRA";"-20.3156";"-48.31";"14790-000";"RUA OITO 535"
"945";"TEOFILO OTONI 2";"TEOFILO OTONI";"-17.8634";"-41.5078";"39800-001";"PRACA TIRADENTES 49"
"946";"LOCAL SANTA CLARA";"RIO DE JANEIRO";"-22.9713";"-43.1876";"22041-011";"RUA SANTA CLARA 81 LJ E SLJ"
"947";"FORMIGA";"FORMIGA";"-20.4643";"-45.4295";"35570-000";"RUA BARAO DE PIUMHY 64"
"948";"ITAPOÃ";"BELO HORIZONTE";"-19.837";"-43.9545";"31720-300";"AVENIDA DOUTOR CRISTIANO GUIMARAES 1844"
"949";"SÃO JOAQUIM DA BARRA";"SAO JOAQUIM DA BARRA";"-20.581";"-47.8605";"14600-000";"PRACA SETE DE SETEMBRO 195 LOJA 02"
"950";"SABARÁ 2";"SABARA";"-19.8918";"-43.8118";"34505-320";"RUA MESTRE CAETANO 34"
"952";"LUZIÂNIA";"LUZIANIA";"-16.2523";"-47.9524";"72800-550";"RUA BENEDITO PIMENTEL SN PARTE 2"
"953";"NANUQUE ";"NANUQUE ";"-17.8397";"-40.3494";"39860-000";"RUA SAO JOAO DEL REY 133"
"954";"SACADURA CABRAL - SEDE";"RIO DE JANEIRO";"-22.8975";"-43.1842";"20081-902";"R SACADURA CABRAL 102 PARTE"
"955";"ESTRADA DOS ALPES - CDSP";"BARUERI";"-23.534";"-46.8605";"06423-080";"EST DOS ALPES  333 PARTE"
"956";"PRESIDENTE DUTRA - CDRJ";"NOVA IGUACU";"-22.7436";"-43.5134";"26276-000";"ROD PRESIDENTE DUTRA 25600  KM 188"
"957";"ESTRADA DOS ALPES - CDB2W";"ITAPEVI";"-23.5119";"-46.9305";"06650-000";"EST DOS ALPES 555 PARTE"
"960";"CD SUBMARINO";"OSASCO";"-23.5264";"-46.7639";"06210-905";"RUA HENRY FORD 643 PARTE"
"963";"CD UBERLANDIA B2W";"UBERLANDIA";"-18.9542";"-48.3584";"38414-583";"RODOVIA BR-497 SN KM 1 480 A"
"965";"CD CAJAMAR 2";"CAJAMAR";"-21.1283";"-47.7691";"07760-000";"RODOVIA ANHANGUERA S/N KM 37,5"
"966";"CDPE B2W";"CABO DE SANTO AGOSTI";"-8.32586";"-35.0994";"54510-000";"RODOVIA BR-101 SUL 9415 GP A"
"967";"LARGO SANTA CECÍLIA";"SAO PAULO";"-23.5396";"-46.6503";"01225-010";"LARGO SANTA CECILIA 218"
"968";"CD SEROPEDICA";"SEROPEDICA";"-22.6563";"-43.664";"23893-890";"ETR DE MIGUEL PEREIRA RJ125 CARRETAO"
"969";"MAMANGUAPE";"MAMANGUAPE";"-6.83779";"-35.1238";"58280-000";"R CORONEL BATISTA CARNEIRO 35 LOJA 1CEN"
"970";"LOCAL RIO BRANCO 26";"RIO DE JANEIRO";"-22.899";"-43.1824";"20090-001";"AVN RIO BRANCO 26 LOJA B"
"971";"PRAÇA SECA";"RIO DE JANEIRO";"-22.8981";"-43.3525";"21321-802";"RUA CANDIDO BENICIO 1671 BLOCO 1 LO"
"972";"TAGUATINGA CNB9";"BRASILIA";"-15.8237";"-48.065";"72115-095";"CNB 9 LOTE 9"
"973";"BEBEDOURO";"BEBEDOURO";"-20.9476";"-48.4807";"14700-320";"RUA CORONEL JOAO MANOEL 614"
"974";"GOV VALADARES";"GOVERNADOR VALADARES";"-18.8593";"-41.947";"35010-141";"RUA MARECHAL FLORIANO 1146 LOJA LOJA"
"976";"JALES";"JALES";"-20.2785";"-50.5431";"15700-018";"RUA 9 2350 QUADRA052"
"977";"AV RIO BRANCO";"RIO DE JANEIRO";"-22.1151";"-43.2094";"20040-006";"AVN RIO BRANCO 133 LOJA I N 1"
"978";"PROMISSÃO";"PROMISSAO";"-21.5376";"-49.8587";"16370-000";"AVENIDA PEDRO DE TOLEDO 462"
"979";"SHC DOWNTOWN";"RIO DE JANEIRO";"-23.0036";"-43.3173";"22640-100";"AVN DAS AMERICAS 500 BL18 LJ107"
"981";"LOCAL BARATA RIBEIRO 228";"RIO DE JANEIRO";"-22.9657";"-43.1814";"22040-002";"RUA BARATA RIBEIRO 288 LOJA"
"982";"LOCAL BARATA RIBEIRO 2";"RIO DE JANEIRO";"-22.9735";"-43.1914";"22051-002";"RUA BARATA RIBEIRO 672 LOJA A LJ"
"983";"MONTE ALTO";"MONTE ALTO";"-21.2627";"-48.4986";"15910-000";"RUA NHONHO DO LIVRAMENTO 1752"
"984";"SAO MIGUEL";"GUARULHOS";"-23.4427";"-46.4079";"07252-000";"ESTRADA PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA 4220"
"985";"BEST CENTER EMBU DAS ARTES";"EMBU DAS ARTES";"-23.6436";"-46.8433";"06803-000";"AV ELIS YAZBEK 708 LOJA 12"
"986";"NOVA SERRANA";"NOVA SERRANA";"-19.8717";"-44.9798";"35519-970";"RUA CORONEL MARTINHO FERREIRA DO AMARAL 263 LOJA SOB"
"987";"NOVO HORIZONTE";"NOVO HORIZONTE";"-21.4646";"-49.2251";"14960-000";"RUA TRAJANO MACHADO 847 853"
"988";"NÚCLEO BANDEIRANTES";"BRASILIA";"-15.8681";"-47.9635";"71710-520";"AVENIDA CENTRAL BLOCOS 525/635 LOTE 615, LOJA E SUBSOLO S/N"
"989";"PRESIDENTE EPITÁCIO";"PRESIDENTE EPITACIO";"-21.9667";"-52.2337";"19470-000";"AVENIDA PRESIDENTE VARGAS 11-10 PISO TERRE"
"990";"ITATIAIA";"ITATIAIA";"-22.4944";"-44.5623";"27580-000";"RUA PREFEITO ASSUMPCAO 378 LJ 1,1B"
"991";"MOGI GUAÇU";"MOGI GUAÇU";"-22.3709";"-46.9424";"13840-011";"PRACA PADRE ARMANI 18"
"992";"IAPI ";"SALVADOR";"-12.9582";"-38.4888";"40330-201";"RUA CONDE DE PORTO ALEGRE 93 OT"
"993";"BELA VISTA";"SAO PAULO";"-23.5539";"-46.6407";"01315-000";"RUA SANTO AMARO 468 LOJA"
"994";"MAIRIPORÃ";"MAIRIPORA";"-23.3181";"-46.5857";"07600-000";"AVENIDA TABELIAO PASSARELLA 392"
"995";"CEILÂNDIA";"BRASILIA";"-15.8161";"-48.1033";"72215-504";"CNM 1 BLOCO B LOJA 01 S/N"
"996";"AMERICA OUTLET";"FEIRA DE SANTANA";"-12.2559";"-38.9738";"44097-324";"AVENIDA DEPUTADO LUIS EDUARDO MAGALHAES S/N LOJA N 319"
"997";"PENHA";"SAO PAULO";"-23.5237";"-46.5454";"03634-000";"RUA DOUTOR JOAO RIBEIRO 546"
"998";"ASA SUL";"BRASILIA";"-12.9788";"-55.669";"70381-525";"SCR/SUL QUADRA 516 BLOCO B LOTES 15 /16 S/N"
"1000";"PARATY";"PARATY";"-23.223";"-44.732";"23970-000";"AVENIDA ROBERTO SILVEIRA S/N AREA T01"
"1001";"TIMBAUBA";"TIMBAUBA";"-7.51338";"-35.3167";"55870-000";"PRACA CARLOS LIRA 54 58"
"1002";"SHC PÁTIO BOTUCATU";"BOTUCATU";"-22.9152";"-48.4625";"18606-294";"AVENIDA MARGINAL 200 LOJA ANC 1"
"1003";"SHC JK";"BRASÍLIA";"-15.8112";"-48.0929";"72145-450";"QNM 34 AREA ESPECIAL 01 PISO L1 LOJA 113 TERREO S/N S/N"
"1004";"BEBERIBE";"RECIFE";"-8.03706";"-34.8912";"52130-325";"AVENIDA BEBERIBE 4645 CASA C"
"1006";"SHC XINGU BH";"BELO HORIZONTE";"-19.9033";"-44.0035";"30820-622";"AVENIDA ABILIO MACHADO 1664"
"1007";"SHC PARNAÍBA";"PARNAÍBA";"-2.91077";"-41.7331";"64204-035";"AVENIDA SAO SEBASTIAO 3429 LOJA 73"
"1008";"HERMES FONTES";"ARACAJÚ";"-10.9244";"-37.0573";"49015-350";"AVENIDA HERMES FONTES 673 A"
"1009";"BAYEUX";"BAYEUX";"-7.12464";"-34.9238";"58306-000";"AVENIDA LIBERDADE S/N TERRENO 3"
"1010";"SHC VIA VALE GARDEN";"TAUBATE";"-23.0318";"-45.5489";"12091-000";"AVENIDA PEDRO I 7181 LOJA 21"
"1011";"DOM SEVERINO";"TERESINA";"-5.07014";"-42.7823";"64049-370";"AVENIDA DOM SEVERINO 1599 TERREO"
"1012";"MARICÁ";"MARICÁ";"-22.9187";"-42.8177";"24900-885";"RUA RIBEIRO DE ALMEIDA 80"
"1013";"SÃO JOÃO CLÍMACO";"SÃO PAULO";"-23.6233";"-46.5907";"04255-000";"RUA SAO JOAO CLIMACO 685 687"
"1014";"SHC BURITI MOGI GUAÇU";"MOGI GUAÇU";"-22.3674";"-46.9486";"13844-210";"RUA FRANCISCO FRANCO DE GODOY BUENO 801 GLEBAS A6"
"1015";"SHC BOULEVARD VILA VELHA";"VILA VELHA";"-20.3939";"-40.3178";"29103-900";"RODOVIA DO SOL 5000 LOJA 1058"
"1016";"SHC BOSQUE DOS IPÊS";"CAMPO GRANDE";"-20.4089";"-54.5721";"79013-545";"AVE CONSUL ASSAF TRAD 4796 LOJA 292"
"1017";"SHC AMAPÁ GARDEN";"MACAPA";"-0.04313";"-51.106";"68903-196";"RODOVIA JUSCELINO KUBITSCHEK 100 LJ ANC 140"
"1018";"SHC SETE LAGOAS";"SETE LAGOAS";"-19.4729";"-44.2719";"35702-970";"AVENIDA OTAVIO CAMPELO RIBEIRO 2801 LUC 214 A/"
"1019";"TIANGUÁ";"TIANGUÁ";"-3.72726";"-40.9917";"62320-000";"AVENIDA PREFEITO JACQUES NUNES 266 C"
"1020";"RUDGE RAMOS";"SÃO BERNARDO DO CAMP";"-23.6544";"-46.5719";"09624-120";"RUA LAURINDO ADAMO 40"
"1021";"VILAR DOS TELES";"SÃO JOÃO DE MERITI";"-22.7756";"-43.3591";"25561-161";"AVENIDA COMENDADOR TELES 2425"
"1022";"SENHOR DO BONFIM";"SENHOR DO BONFIM";"-10.4606";"-40.1987";"48970-000";"PRACA DOUTOR JOSE GONCALVES 260"
"1023";"SHC PÁTIO MARABÁ";"MARABÁ";"-5.35332";"-49.0798";"68507-445";"QUA 15 S/N FOLHA 30"
"1024";"UBERABA";"UBERABA";"-19.7499";"-47.9356";"38010-130";"RUA VIGARIO SILVA 37 45"
"1025";"SHC ELDORADO";"SÃO PAULO";"-23.5742";"-46.6967";"05402-918";"AVENIDA REBOUCAS 3970 LUC 2070"
"1026";"PETROLINA";"PETROLINA";"-9.39962";"-40.4965";"56302-000";"AVENIDA GUARARAPES 2040"
"1027";"SHC GRAVATAÍ";"GRAVATAÍ";"-29.9495";"-50.9956";"94035-240";"AVENIDA CENTENARIO 555 LOJA 111"
"1028";"SHC METROPOLITAN BETIM";"BETIM";"-19.9621";"-44.1626";"32655-505";"RODOVIA BR 381 FERNAO DIAS S/N KM 492 601"
"1029";"SHC ATRIUM SANTO ANDRÉ";"SANTO ANDRÉ";"-23.6629";"-46.5072";"09111-310";"AVENIDA ALEXANDRE DE GUSMAO 212 LUC 329"
"1030";"SHC SERRA SUL";"POUSO ALEGRE";"-18.8726";"-41.9578";"37550-000";"RODOVIA JK (BR  459) KM 107 S/N LOJA A 03"
"1031";"VITÓRIA DA CONQUISTA";"VITÓRIA DA CONQUISTA";"-14.8555";"-40.8414";"45000-230";"AVENIDA LAURO DE FREITAS 336"
"1032";"SHC VILA VELHA";"VILA VELHA";"-20.3533";"-40.2958";"29100-200";"RUA LUCIANO DAS NEVES 2418 LUC 1008"
"1033";"SHC AMÉRICAS";"RIO DE JANEIRO";"-23.0128";"-43.4621";"22790-702";"AVENIDA DAS AMERICAS 15500 LUC 177"
"1034";"SHC LONDRINA NORTE";"LONDRINA";"-23.2927";"-51.1732";"86079-225";"AVENIDA AMERICO DEOLINDO GARLA 224 LUC A4"
"1035";"MARABÁ";"MARABA";"-5.34968";"-49.1339";"68500-005";"AVENIDA ANTONIO MAIA 1374"
"1037";"IMPERATRIZ";"IMPERATRIZ";"-5.53182";"-47.4856";"65901-450";"AVENIDA GETULIO VARGAS 440"
"1038";"PRUDENTE DE MORAES";"BELO HORIZONTE";"-19.9457";"-43.9496";"30380-380";"RUA GUAICUI 26 LOJA 03"
"1039";"SANTA INÊS";"SANTA INÊS";"-3.66691";"-45.3824";"65300-000";"RUA DO COMERCIO 291"
"1040";"SHC NAÇÕES LIMEIRA";"LIMEIRA";"-22.5655";"-47.4329";"13482-890";"RODOVIA DEPUTADO LAERCIO CORTE (SP 147) 4500 EUC A04"
"1041";"SHC VITÓRIA PARK";"VITÓRIA DE SANTO ANT";"-8.11881";"-35.3051";"55612-025";"AVENIDA HENRIQUE DE HOLANDA 3000 LUC 1010"
"1042";"CABULA";"SALVADOR";"-12.9648";"-38.4431";"41150-000";"RUA SILVEIRA MARTINS 208 LOJA 03"
"1043";"SHC LAJEADO";"LAJEADO";"-29.4497";"-51.9695";"95900-000";"BR-386, KM 346 2839 LUC 503"
"1044";"VILHENA";"VILHENA";"-12.7397";"-60.1386";"76980-000";"RUA GERALDO MAGELA BARBOSA 186"
"1045";"CAMPINAS DO PIRAJÁ";"SALVADOR";"-12.917";"-38.466";"41270-000";"ESTRADA CAMPINAS PIRAJA SN GALPAO: CO"
"1046";"SHC PÁTIO MIX TEIXEIRA DE FREI";"TEIXEIRA DE FREITAS";"-17.5569";"-39.7256";"45990-678";"AVENIDA SAO PAULO 2575 LUC 1062"
"1047";"CANINDÉ";"CANINDE";"-4.36017";"-39.3119";"62700-000";"RUA 29 DE JULHO 00541 01,02, 101"
"1048";"GUANAMBI";"GUANAMBI";"-14.2082";"-42.8248";"46430-000";"RUA DOUTOR FRANCISCO JOSE FERNANDES 90"
"1049";"ÁGUAS LINDAS";"ÁGUAS LINDAS DE GOIÁ";"-15.7354";"-48.2832";"72910-000";"AVENIDA  JK S/N"
"1050";"SHC MONTE CARMO";"BETIM";"-19.9583";"-44.188";"32604-245";"AVENIDA JUIZ MARCO TULIO ISAAC 1119 LOJA A-02"
"1051";"SHC IGUATEMI RIBEIRÃO PRETO";"RIBEIRÃO PRETO";"-21.2252";"-47.8337";"14027-250";"AVENIDA LUIZ EDUARDO TOLEDO PRADO 900 LOJA 2071"
"1052";"SHC IGUATEMI SÃO JOSÉ DO RIO P";"SÃO JOSÉ DO RIO PRET";"-20.8577";"-49.4125";"15093-270";"AVENIDA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEIRA 5000 LOJA 1136"
"1053";"SHC CONTAGEM";"CONTAGEM";"-19.8746";"-44.0271";"32110-005";"AVENIDA SEVERINO BALLESTEROS RODRIGUES 850 LOJA 2047"
"1055";"ENSEADA GUARUJÁ";"GUARUJÁ";"-23.9833";"-46.2341";"11440-360";"RUA COLOMBIA 481 LOJA 2047"
"1056";"BOTUCATÚ";"BOTUCATÚ";"-22.8885";"-48.4408";"18600-050";"RUA AMANDO DE BARROS 834"
"1057";"PARÁ DE MINAS";"PARÁ DE MINAS";"-19.8651";"-44.603";"35660-031";"PRACA MELO VIANA 82"
"1058";"ITAMARAJU";"ITAMARAJU";"-17.0385";"-39.5392";"45836-000";"PRACA DAS NACOES UNIDAS 590"
"1059";"SHC CIDADE SOROCABA";"SOROCABA";"-23.4558";"-47.4825";"18074-385";"RUA ATANAZIO SOARES 3380 1018/1019"
"1060";"SHC ITAPECIRICA DA SERRA";"ITAPECERICA DA SERRA";"-23.7144";"-46.8504";"06850-100";"AVENIDA QUINZE DE NOVEMBRO 89 1015"
"1061";"SHC RIBEIRÃO PRETO";"RIBEIRÃO PRETO";"-21.2128";"-47.8143";"14026-020";"AVENIDA CORONEL FERNANDO FERREIRA LEITE 1540"
"1062";"SHC PARQUE SULACAP";"RIO DE JANEIRO";"-22.8859";"-43.4025";"21740-001";"AVENIDA MARECHAL FONTENELLE 3545 LOJA 160"
